result_id,race_id,race_id,constructor_id,position,points,laps,time_in_miliseconds,fastestLap,rank,fastest_lap_time,fastest_lap_speed
14266,580,221,25,5,2,75,7322170,\N,\N,\N,\N
14267,580,200,1,6,1,75,7323380,\N,\N,\N,\N
14268,580,222,25,7,0,74,\N,\N,\N,\N,\N
14269,580,235,32,8,0,74,\N,\N,\N,\N,\N
14270,580,199,34,9,0,73,\N,\N,\N,\N,\N
14271,580,288,67,10,0,66,\N,\N,\N,\N,\N
14272,580,231,64,11,0,63,\N,\N,\N,\N,\N
14273,580,178,64,12,0,61,\N,\N,\N,\N,\N
14274,580,230,37,13,0,48,\N,\N,\N,\N,\N
14275,580,252,202,14,0,39,\N,\N,\N,\N,\N
14276,580,223,6,15,0,36,\N,\N,\N,\N,\N
14277,580,187,63,16,0,36,\N,\N,\N,\N,\N
14278,580,207,73,17,0,9,\N,\N,\N,\N,\N
14279,580,197,202,18,0,0,\N,\N,\N,\N,\N
14280,580,172,3,19,0,0,\N,\N,\N,\N,\N
14281,580,232,3,20,0,0,\N,\N,\N,\N,\N
14282,580,289,75,21,0,0,\N,\N,\N,\N,\N
14283,580,276,66,22,0,0,\N,\N,\N,\N,\N
14284,580,295,57,23,0,0,\N,\N,\N,\N,\N
14285,580,297,64,24,0,0,\N,\N,\N,\N,\N
14286,580,275,37,25,0,0,\N,\N,\N,\N,\N
14287,580,290,56,26,0,0,\N,\N,\N,\N,\N
14288,581,182,6,1,9,70,6233980,\N,\N,\N,\N
14289,581,222,25,2,6,70,6253200,\N,\N,\N,\N
14290,581,199,34,3,4,70,6275800,\N,\N,\N,\N
14291,581,221,25,4,3,70,6294060,\N,\N,\N,\N
14292,581,223,6,5,2,70,6297820,\N,\N,\N,\N
14293,581,252,202,6,1,70,6322430,\N,\N,\N,\N
14294,581,224,1,7,0,69,\N,\N,\N,\N,\N
14295,581,250,34,8,0,69,\N,\N,\N,\N,\N
14296,581,276,66,9,0,68,\N,\N,\N,\N,\N
14297,581,187,63,10,0,68,\N,\N,\N,\N,\N
14298,581,288,67,11,0,67,\N,\N,\N,\N,\N
14299,581,290,56,12,0,67,\N,\N,\N,\N,\N
14300,581,296,75,13,0,57,\N,\N,\N,\N,\N
14301,581,230,37,14,0,54,\N,\N,\N,\N,\N
14302,581,235,32,15,0,52,\N,\N,\N,\N,\N
14303,581,238,32,16,0,36,\N,\N,\N,\N,\N
14304,581,172,3,17,0,18,\N,\N,\N,\N,\N
14305,581,275,37,18,0,18,\N,\N,\N,\N,\N
14306,581,294,75,19,0,17,\N,\N,\N,\N,\N
14307,581,231,64,20,0,15,\N,\N,\N,\N,\N
14308,581,197,202,21,0,13,\N,\N,\N,\N,\N
14309,581,232,3,22,0,2,\N,\N,\N,\N,\N
14310,581,178,64,23,0,1,\N,\N,\N,\N,\N
14311,581,200,1,24,0,0,\N,\N,\N,\N,\N
14312,582,182,6,1,9,80,7158319,\N,\N,\N,\N
14313,582,199,34,2,6,80,7164607,\N,\N,\N,\N
14314,582,223,6,3,4,80,7187414,\N,\N,\N,\N
14315,582,207,73,4,3,80,7202699,\N,\N,\N,\N
14316,582,288,67,5,2,80,7249082,\N,\N,\N,\N
14317,582,294,75,6,1,79,\N,\N,\N,\N,\N
14318,582,222,25,7,0,79,\N,\N,\N,\N,\N
14319,582,224,1,8,0,79,\N,\N,\N,\N,\N
14320,582,238,32,9,0,79,\N,\N,\N,\N,\N
14321,582,297,64,10,0,78,\N,\N,\N,\N,\N
14322,582,178,64,11,0,78,\N,\N,\N,\N,\N
14323,582,221,25,12,0,78,\N,\N,\N,\N,\N
14324,582,276,66,13,0,78,\N,\N,\N,\N,\N
14325,582,282,3,14,0,78,\N,\N,\N,\N,\N
14326,582,235,32,15,0,77,\N,\N,\N,\N,\N
14327,582,187,63,16,0,77,\N,\N,\N,\N,\N
14328,582,290,56,17,0,74,\N,\N,\N,\N,\N
14329,582,252,202,18,0,53,\N,\N,\N,\N,\N
14330,582,251,3,19,0,49,\N,\N,\N,\N,\N
14331,582,267,75,20,0,47,\N,\N,\N,\N,\N
14332,582,250,34,21,0,41,\N,\N,\N,\N,\N
14333,582,197,202,22,0,38,\N,\N,\N,\N,\N
14334,582,230,37,23,0,36,\N,\N,\N,\N,\N
14335,582,200,1,24,0,34,\N,\N,\N,\N,\N
14336,582,231,64,25,0,21,\N,\N,\N,\N,\N
14337,582,275,37,26,0,10,\N,\N,\N,\N,\N
14338,583,231,64,1,9,75,6417400,\N,\N,\N,\N
14339,583,182,6,2,6,75,6418460,\N,\N,\N,\N
14340,583,223,6,3,4,75,6472460,\N,\N,\N,\N
14341,583,199,34,4,3,74,\N,\N,\N,\N,\N
14342,583,250,34,5,2,74,\N,\N,\N,\N,\N
14343,583,252,202,6,1,74,\N,\N,\N,\N,\N
14344,583,294,75,7,0,74,\N,\N,\N,\N,\N
14345,583,288,67,8,0,74,\N,\N,\N,\N,\N
14346,583,221,25,9,0,73,\N,\N,\N,\N,\N
14347,583,298,57,10,0,71,\N,\N,\N,\N,\N
14348,583,290,56,11,0,71,\N,\N,\N,\N,\N
14349,583,251,3,12,0,70,\N,\N,\N,\N,\N
14350,583,178,75,13,0,70,\N,\N,\N,\N,\N
14351,583,275,37,14,0,70,\N,\N,\N,\N,\N
14352,583,238,32,15,0,69,\N,\N,\N,\N,\N
14353,583,222,25,16,0,67,\N,\N,\N,\N,\N
14354,583,172,3,17,0,64,\N,\N,\N,\N,\N
14355,583,200,1,18,0,61,\N,\N,\N,\N,\N
14356,583,197,202,19,0,44,\N,\N,\N,\N,\N
14357,583,187,63,20,0,43,\N,\N,\N,\N,\N
14358,583,224,1,21,0,40,\N,\N,\N,\N,\N
14359,583,276,66,22,0,23,\N,\N,\N,\N,\N
14360,583,235,32,23,0,6,\N,\N,\N,\N,\N
14361,583,230,37,24,0,0,\N,\N,\N,\N,\N
14362,583,299,74,25,0,0,\N,\N,\N,\N,\N
14363,584,182,6,1,9,54,6018840,\N,\N,\N,\N
14364,584,231,64,2,6,54,6020430,\N,\N,\N,\N
14365,584,200,1,3,4,54,6021150,\N,\N,\N,\N
14366,584,224,1,4,3,54,6058610,\N,\N,\N,\N
14367,584,207,73,5,2,54,6080920,\N,\N,\N,\N
14368,584,221,25,6,1,54,6086240,\N,\N,\N,\N
14369,584,294,75,7,0,54,6088450,\N,\N,\N,\N
14370,584,197,202,8,0,54,6098620,\N,\N,\N,\N
14371,584,222,25,9,0,54,6110520,\N,\N,\N,\N
14372,584,238,32,10,0,54,6114860,\N,\N,\N,\N
14373,584,172,3,11,0,54,6115610,\N,\N,\N,\N
14374,584,219,25,12,0,54,6115970,\N,\N,\N,\N
14375,584,187,63,13,0,53,\N,\N,\N,\N,\N
14376,584,199,34,14,0,53,\N,\N,\N,\N,\N
14377,584,298,57,15,0,53,\N,\N,\N,\N,\N
14378,584,178,75,16,0,53,\N,\N,\N,\N,\N
14379,584,276,66,17,0,52,\N,\N,\N,\N,\N
14380,584,275,37,18,0,50,\N,\N,\N,\N,\N
14381,584,250,34,19,0,26,\N,\N,\N,\N,\N
14382,584,235,32,20,0,17,\N,\N,\N,\N,\N
14383,584,290,56,21,0,14,\N,\N,\N,\N,\N
14384,584,230,37,22,0,6,\N,\N,\N,\N,\N
14385,584,223,6,23,0,6,\N,\N,\N,\N,\N
14386,584,288,67,24,0,6,\N,\N,\N,\N,\N
14387,584,252,202,25,0,2,\N,\N,\N,\N,\N
14388,584,296,3,26,0,0,\N,\N,\N,\N,\N
14389,585,224,1,1,9,56,4925000,\N,\N,\N,\N
14390,585,250,34,2,6,55,\N,\N,\N,\N,\N
14391,585,222,25,3,4,55,\N,\N,\N,\N,\N
14392,585,231,64,4,3,55,\N,\N,\N,\N,\N
14393,585,288,37,5,2,55,\N,\N,\N,\N,\N
14394,585,230,37,6,1,55,\N,\N,\N,\N,\N
14395,585,200,1,7,0,55,\N,\N,\N,\N,\N
14396,585,182,6,8,0,54,\N,\N,\N,\N,\N
14397,585,221,25,9,0,54,\N,\N,\N,\N,\N
14398,585,178,75,10,0,54,\N,\N,\N,\N,\N
14399,585,187,63,11,0,54,\N,\N,\N,\N,\N
14400,585,207,73,12,0,54,\N,\N,\N,\N,\N
14401,585,223,6,13,0,54,\N,\N,\N,\N,\N
14402,585,197,202,14,0,53,\N,\N,\N,\N,\N
14403,585,294,75,15,0,53,\N,\N,\N,\N,\N
14404,585,205,32,16,0,53,\N,\N,\N,\N,\N
14405,585,300,76,17,0,51,\N,\N,\N,\N,\N
14406,585,301,63,18,0,50,\N,\N,\N,\N,\N
14407,585,290,56,19,0,50,\N,\N,\N,\N,\N
14408,585,233,37,20,0,45,\N,\N,\N,\N,\N
14409,585,302,32,21,0,28,\N,\N,\N,\N,\N
14410,585,252,202,22,0,20,\N,\N,\N,\N,\N
14411,585,275,37,23,0,18,\N,\N,\N,\N,\N
14412,585,238,32,24,0,7,\N,\N,\N,\N,\N
14413,585,172,3,25,0,5,\N,\N,\N,\N,\N
14414,585,199,34,26,0,4,\N,\N,\N,\N,\N
14415,585,295,57,27,0,0,\N,\N,\N,\N,\N
14416,585,299,74,28,0,0,\N,\N,\N,\N,\N
14417,586,199,34,1,9,14,6074100,\N,\N,\N,\N
14418,586,172,3,2,6,14,6171800,\N,\N,\N,\N
14419,586,182,6,3,4,14,6217400,\N,\N,\N,\N
14420,586,252,202,4,3,14,6285500,\N,\N,\N,\N
14421,586,178,75,5,2,14,6304400,\N,\N,\N,\N
14422,586,298,57,6,1,14,6379600,\N,\N,\N,\N
14423,586,275,37,7,0,14,6524500,\N,\N,\N,\N
14424,586,229,64,8,0,14,6535000,\N,\N,\N,\N
14425,586,221,25,9,0,13,\N,\N,\N,\N,\N
14426,586,207,73,10,0,12,\N,\N,\N,\N,\N
14427,586,231,64,11,0,10,\N,\N,\N,\N,\N
14428,586,223,6,12,0,9,\N,\N,\N,\N,\N
14429,586,294,75,13,0,9,\N,\N,\N,\N,\N
14430,586,222,25,14,0,7,\N,\N,\N,\N,\N
14431,586,197,202,15,0,7,\N,\N,\N,\N,\N
14432,586,250,34,16,0,5,\N,\N,\N,\N,\N
14433,586,290,56,17,0,4,\N,\N,\N,\N,\N
14434,586,233,37,18,0,3,\N,\N,\N,\N,\N
14435,586,224,1,19,0,3,\N,\N,\N,\N,\N
14436,586,230,37,20,0,3,\N,\N,\N,\N,\N
14437,586,187,32,21,0,2,\N,\N,\N,\N,\N
14438,586,238,32,22,0,1,\N,\N,\N,\N,\N
14439,586,288,37,23,0,1,\N,\N,\N,\N,\N
14440,586,200,1,24,0,0,\N,\N,\N,\N,\N
14441,586,270,3,25,0,0,\N,\N,\N,\N,\N
14442,586,245,74,26,0,0,\N,\N,\N,\N,\N
14443,587,230,37,1,4.5,29,3476690,\N,\N,\N,\N
14444,587,231,64,2,3,29,3503720,\N,\N,\N,\N
14445,587,252,202,3,2,29,3511540,\N,\N,\N,\N
14446,587,200,1,4,1.5,29,3549350,\N,\N,\N,\N
14447,587,238,32,5,1,29,3560020,\N,\N,\N,\N
14448,587,182,6,6,0.5,29,3566970,\N,\N,\N,\N
14449,587,223,6,7,0,29,3575760,\N,\N,\N,\N
14450,587,222,25,8,0,28,\N,\N,\N,\N,\N
14451,587,224,1,9,0,28,\N,\N,\N,\N,\N
14452,587,187,63,10,0,28,\N,\N,\N,\N,\N
14453,587,221,25,11,0,28,\N,\N,\N,\N,\N
14454,587,278,57,12,0,28,\N,\N,\N,\N,\N
14455,587,239,64,13,0,28,\N,\N,\N,\N,\N
14456,587,199,34,14,0,28,\N,\N,\N,\N,\N
14457,587,294,75,15,0,28,\N,\N,\N,\N,\N
14458,587,243,75,16,0,27,\N,\N,\N,\N,\N
14459,587,275,37,17,0,26,\N,\N,\N,\N,\N
14460,587,295,57,18,0,25,\N,\N,\N,\N,\N
14461,587,229,64,19,0,23,\N,\N,\N,\N,\N
14462,587,172,3,20,0,21,\N,\N,\N,\N,\N
14463,587,250,34,21,0,17,\N,\N,\N,\N,\N
14464,587,303,3,22,0,14,\N,\N,\N,\N,\N
14465,587,233,37,23,0,10,\N,\N,\N,\N,\N
14466,587,197,203,24,0,10,\N,\N,\N,\N,\N
14467,587,276,66,25,0,2,\N,\N,\N,\N,\N
14468,587,207,73,26,0,1,\N,\N,\N,\N,\N
14469,587,288,37,27,0,0,\N,\N,\N,\N,\N
14470,587,205,32,28,0,0,\N,\N,\N,\N,\N
14471,587,245,74,29,0,0,\N,\N,\N,\N,\N
14472,587,290,56,30,0,0,\N,\N,\N,\N,\N
14473,588,223,6,1,9,52,4962600,\N,\N,\N,\N
14474,588,224,1,2,6,52,4979200,\N,\N,\N,\N
14475,588,182,6,3,4,52,4985800,\N,\N,\N,\N
14476,588,199,34,4,3,52,5017700,\N,\N,\N,\N
14477,588,231,64,5,2,52,5019700,\N,\N,\N,\N
14478,588,252,202,6,1,52,5038500,\N,\N,\N,\N
14479,588,221,25,7,0,51,\N,\N,\N,\N,\N
14480,588,222,25,8,0,51,\N,\N,\N,\N,\N
14481,588,229,64,9,0,51,\N,\N,\N,\N,\N
14482,588,239,64,10,0,50,\N,\N,\N,\N,\N
14483,588,232,56,11,0,48,\N,\N,\N,\N,\N
14484,588,278,57,12,0,48,\N,\N,\N,\N,\N
14485,588,302,32,13,0,46,\N,\N,\N,\N,\N
14486,588,254,3,14,0,46,\N,\N,\N,\N,\N
14487,588,197,203,15,0,32,\N,\N,\N,\N,\N
14488,588,275,37,16,0,21,\N,\N,\N,\N,\N
14489,588,233,37,17,0,15,\N,\N,\N,\N,\N
14490,588,172,3,18,0,7,\N,\N,\N,\N,\N
14491,588,250,34,19,0,6,\N,\N,\N,\N,\N
14492,588,243,75,20,0,3,\N,\N,\N,\N,\N
14493,588,200,1,21,0,2,\N,\N,\N,\N,\N
14494,588,238,32,22,0,1,\N,\N,\N,\N,\N
14495,588,294,75,23,0,1,\N,\N,\N,\N,\N
14496,588,207,73,24,0,1,\N,\N,\N,\N,\N
14497,588,230,37,25,0,1,\N,\N,\N,\N,\N
14498,588,276,66,26,0,0,\N,\N,\N,\N,\N
14499,588,295,57,27,0,0,\N,\N,\N,\N,\N
14500,588,245,74,28,0,0,\N,\N,\N,\N,\N
14501,589,182,6,1,9,59,6178175,\N,\N,\N,\N
14502,589,224,1,2,6,59,6183118,\N,\N,\N,\N
14503,589,200,1,3,4,59,6225812,\N,\N,\N,\N
14504,589,231,64,4,3,59,6227650,\N,\N,\N,\N
14505,589,238,32,5,2,59,6228161,\N,\N,\N,\N
14506,589,222,25,6,1,59,6228496,\N,\N,\N,\N
14507,589,230,37,7,0,59,6282206,\N,\N,\N,\N
14508,589,233,37,8,0,58,\N,\N,\N,\N,\N
14509,589,187,67,9,0,57,\N,\N,\N,\N,\N
14510,589,290,56,10,0,55,\N,\N,\N,\N,\N
14511,589,252,202,11,0,52,\N,\N,\N,\N,\N
14512,589,205,32,12,0,49,\N,\N,\N,\N,\N
14513,589,239,64,13,0,46,\N,\N,\N,\N,\N
14514,589,295,57,14,0,41,\N,\N,\N,\N,\N
14515,589,223,6,15,0,0,\N,\N,\N,\N,\N
14516,589,197,202,16,0,19,\N,\N,\N,\N,\N
14517,589,199,34,17,0,9,\N,\N,\N,\N,\N
14518,589,207,73,18,0,9,\N,\N,\N,\N,\N
14519,589,294,75,19,0,5,\N,\N,\N,\N,\N
14520,589,277,25,20,0,5,\N,\N,\N,\N,\N
14521,589,221,25,21,0,2,\N,\N,\N,\N,\N
14522,589,250,34,22,0,2,\N,\N,\N,\N,\N
14523,589,172,3,23,0,0,\N,\N,\N,\N,\N
14524,589,275,3,24,0,0,\N,\N,\N,\N,\N
14525,590,304,1,1,9,53,6062010,\N,\N,\N,\N
14526,590,182,6,2,6,53,6071280,\N,\N,\N,\N
14527,590,223,6,3,4,53,6082420,\N,\N,\N,\N
14528,590,305,1,4,3,53,6093800,\N,\N,\N,\N
14529,590,306,66,5,2,53,6113850,\N,\N,\N,\N
14530,590,221,25,6,1,53,6174490,\N,\N,\N,\N
14531,590,199,34,7,0,52,\N,\N,\N,\N,\N
14532,590,307,37,8,0,52,\N,\N,\N,\N,\N
14533,590,280,66,9,0,52,\N,\N,\N,\N,\N
14534,590,224,1,10,0,52,\N,\N,\N,\N,\N
14535,590,265,26,11,0,51,\N,\N,\N,\N,\N
14536,590,187,34,12,0,49,\N,\N,\N,\N,\N
14537,590,238,32,13,0,48,\N,\N,\N,\N,\N
14538,590,289,26,14,0,45,\N,\N,\N,\N,\N
14539,590,235,32,15,0,36,\N,\N,\N,\N,\N
14540,590,308,34,16,0,36,\N,\N,\N,\N,\N
14541,590,233,37,17,0,31,\N,\N,\N,\N,\N
14542,590,296,66,18,0,31,\N,\N,\N,\N,\N
14543,590,222,25,19,0,25,\N,\N,\N,\N,\N
14544,590,250,63,20,0,21,\N,\N,\N,\N,\N
14545,590,232,80,21,0,19,\N,\N,\N,\N,\N
14546,590,231,37,22,0,11,\N,\N,\N,\N,\N
14547,590,200,63,23,0,10,\N,\N,\N,\N,\N
14548,590,309,58,24,0,1,\N,\N,\N,\N,\N
14549,590,197,58,25,0,0,\N,\N,\N,\N,\N
14550,591,224,1,1,9,32,5077060,\N,\N,\N,\N
14551,591,223,6,2,6,32,5090630,\N,\N,\N,\N
14552,591,235,32,3,4,31,\N,\N,\N,\N,\N
14553,591,250,63,4,3,31,\N,\N,\N,\N,\N
14554,591,305,1,5,2,31,\N,\N,\N,\N,\N
14555,591,238,32,6,1,31,\N,\N,\N,\N,\N
14556,591,199,34,7,0,31,\N,\N,\N,\N,\N
14557,591,221,25,8,0,31,\N,\N,\N,\N,\N
14558,591,231,37,9,0,31,\N,\N,\N,\N,\N
14559,591,306,66,10,0,31,\N,\N,\N,\N,\N
14560,591,289,26,11,0,31,\N,\N,\N,\N,\N
14561,591,304,1,12,0,31,\N,\N,\N,\N,\N
14562,591,222,25,13,0,31,\N,\N,\N,\N,\N
14563,591,280,66,14,0,30,\N,\N,\N,\N,\N
14564,591,308,34,15,0,30,\N,\N,\N,\N,\N
14565,591,296,66,16,0,30,\N,\N,\N,\N,\N
14566,591,200,63,17,0,30,\N,\N,\N,\N,\N
14567,591,187,34,18,0,27,\N,\N,\N,\N,\N
14568,591,233,37,19,0,24,\N,\N,\N,\N,\N
14569,591,197,58,20,0,21,\N,\N,\N,\N,\N
14570,591,232,80,21,0,20,\N,\N,\N,\N,\N
14571,591,309,58,22,0,10,\N,\N,\N,\N,\N
14572,591,307,37,23,0,8,\N,\N,\N,\N,\N
14573,591,182,6,24,0,2,\N,\N,\N,\N,\N
14574,591,265,26,25,0,2,\N,\N,\N,\N,\N
14575,592,199,34,1,9,78,6160960,\N,\N,\N,\N
14576,592,306,66,2,6,78,6194900,\N,\N,\N,\N
14577,592,305,1,3,4,78,6203120,\N,\N,\N,\N
14578,592,221,25,4,3,78,6205150,\N,\N,\N,\N
14579,592,233,37,5,2,78,6207190,\N,\N,\N,\N
14580,592,232,80,6,1,78,6217000,\N,\N,\N,\N
14581,592,224,1,7,0,78,6229350,\N,\N,\N,\N
14582,592,222,25,8,0,78,6231500,\N,\N,\N,\N
14583,592,304,1,9,0,77,\N,\N,\N,\N,\N
14584,592,230,37,10,0,77,\N,\N,\N,\N,\N
14585,592,250,63,11,0,77,\N,\N,\N,\N,\N
14586,592,289,26,12,0,77,\N,\N,\N,\N,\N
14587,592,251,32,13,0,76,\N,\N,\N,\N,\N
14588,592,292,25,14,0,76,\N,\N,\N,\N,\N
14589,592,296,66,15,0,75,\N,\N,\N,\N,\N
14590,592,182,6,16,0,74,\N,\N,\N,\N,\N
14591,592,308,34,17,0,74,\N,\N,\N,\N,\N
14592,592,280,66,18,0,72,\N,\N,\N,\N,\N
14593,592,293,1,19,0,71,\N,\N,\N,\N,\N
14594,592,223,6,20,0,65,\N,\N,\N,\N,\N
14595,592,187,34,21,0,54,\N,\N,\N,\N,\N
14596,592,235,32,22,0,31,\N,\N,\N,\N,\N
14597,592,231,64,23,0,13,\N,\N,\N,\N,\N
14598,592,200,63,24,0,11,\N,\N,\N,\N,\N
14599,592,310,32,25,0,6,\N,\N,\N,\N,\N
14600,592,238,32,26,0,2,\N,\N,\N,\N,\N
14601,592,311,80,27,0,0,\N,\N,\N,\N,\N
14602,593,182,6,1,9,84,7229560,\N,\N,\N,\N
14603,593,223,6,2,6,84,7265170,\N,\N,\N,\N
14604,593,224,1,3,4,83,\N,\N,\N,\N,\N
14605,593,233,37,4,3,82,\N,\N,\N,\N,\N
14606,593,222,25,5,2,82,\N,\N,\N,\N,\N
14607,593,304,1,6,1,82,\N,\N,\N,\N,\N
14608,593,312,58,7,0,81,\N,\N,\N,\N,\N
14609,593,221,25,8,0,81,\N,\N,\N,\N,\N
14610,593,305,1,9,0,81,\N,\N,\N,\N,\N
14611,593,231,64,10,0,81,\N,\N,\N,\N,\N
14612,593,187,34,11,0,80,\N,\N,\N,\N,\N
14613,593,280,66,12,0,80,\N,\N,\N,\N,\N
14614,593,250,63,13,0,78,\N,\N,\N,\N,\N
14615,593,314,77,14,0,76,\N,\N,\N,\N,\N
14616,593,197,58,15,0,73,\N,\N,\N,\N,\N
14617,593,289,26,16,0,43,\N,\N,\N,\N,\N
14618,593,232,80,17,0,37,\N,\N,\N,\N,\N
14619,593,200,63,18,0,35,\N,\N,\N,\N,\N
14620,593,296,66,19,0,27,\N,\N,\N,\N,\N
14621,593,235,32,20,0,26,\N,\N,\N,\N,\N
14622,593,238,32,21,0,23,\N,\N,\N,\N,\N
14623,593,278,78,22,0,22,\N,\N,\N,\N,\N
14624,593,313,34,23,0,14,\N,\N,\N,\N,\N
14625,593,199,34,24,0,12,\N,\N,\N,\N,\N
14626,593,306,66,25,0,2,\N,\N,\N,\N,\N
14627,593,265,26,26,0,0,\N,\N,\N,\N,\N
14628,593,311,80,27,0,0,\N,\N,\N,\N,\N
14629,594,224,1,1,9,85,6260570,\N,\N,\N,\N
14630,594,182,6,2,6,85,6260920,\N,\N,\N,\N
14631,594,222,25,3,4,85,6306180,\N,\N,\N,\N
14632,594,223,6,4,3,85,6312590,\N,\N,\N,\N
14633,594,306,66,5,2,85,6328620,\N,\N,\N,\N
14634,594,304,1,6,1,85,6331110,\N,\N,\N,\N
14635,594,305,1,7,0,84,\N,\N,\N,\N,\N
14636,594,289,26,8,0,83,\N,\N,\N,\N,\N
14637,594,230,37,9,0,83,\N,\N,\N,\N,\N
14638,594,314,77,10,0,83,\N,\N,\N,\N,\N
14639,594,187,34,11,0,83,\N,\N,\N,\N,\N
14640,594,265,26,12,0,82,\N,\N,\N,\N,\N
14641,594,197,58,13,0,82,\N,\N,\N,\N,\N
14642,594,298,80,14,0,82,\N,\N,\N,\N,\N
14643,594,267,57,15,0,82,\N,\N,\N,\N,\N
14644,594,296,66,16,0,82,\N,\N,\N,\N,\N
14645,594,269,34,17,0,81,\N,\N,\N,\N,\N
14646,594,312,58,18,0,80,\N,\N,\N,\N,\N
14647,594,235,32,19,0,72,\N,\N,\N,\N,\N
14648,594,252,79,20,0,66,\N,\N,\N,\N,\N
14649,594,199,34,21,0,62,\N,\N,\N,\N,\N
14650,594,238,32,22,0,56,\N,\N,\N,\N,\N
14651,594,221,25,23,0,53,\N,\N,\N,\N,\N
14652,594,200,63,24,0,53,\N,\N,\N,\N,\N
14653,594,315,34,25,0,53,\N,\N,\N,\N,\N
14654,594,250,63,26,0,50,\N,\N,\N,\N,\N
14655,594,313,34,27,0,49,\N,\N,\N,\N,\N
14656,594,231,64,28,0,45,\N,\N,\N,\N,\N
14657,594,232,80,29,0,29,\N,\N,\N,\N,\N
14658,594,280,66,30,0,12,\N,\N,\N,\N,\N
14659,594,233,37,31,0,6,\N,\N,\N,\N,\N
14660,594,316,63,32,0,0,\N,\N,\N,\N,\N
14661,595,238,32,1,9,78,7083700,\N,\N,\N,\N
14662,595,222,25,2,6,78,7112500,\N,\N,\N,\N
14663,595,197,58,3,4,78,7132600,\N,\N,\N,\N
14664,595,223,6,4,3,78,7146800,\N,\N,\N,\N
14665,595,224,1,5,2,77,\N,\N,\N,\N,\N
14666,595,187,34,6,1,77,\N,\N,\N,\N,\N
14667,595,289,26,7,0,76,\N,\N,\N,\N,\N
14668,595,265,26,8,0,75,\N,\N,\N,\N,\N
14669,595,221,25,9,0,74,\N,\N,\N,\N,\N
14670,595,280,66,10,0,62,\N,\N,\N,\N,\N
14671,595,235,32,11,0,34,\N,\N,\N,\N,\N
14672,595,182,6,12,0,32,\N,\N,\N,\N,\N
14673,595,231,64,13,0,27,\N,\N,\N,\N,\N
14674,595,305,1,14,0,11,\N,\N,\N,\N,\N
14675,595,199,34,15,0,5,\N,\N,\N,\N,\N
14676,595,296,66,16,0,4,\N,\N,\N,\N,\N
14677,595,267,57,17,0,4,\N,\N,\N,\N,\N
14678,595,233,37,18,0,3,\N,\N,\N,\N,\N
14679,595,306,66,19,0,0,\N,\N,\N,\N,\N
14680,595,304,1,20,0,0,\N,\N,\N,\N,\N
14681,595,232,80,21,0,0,\N,\N,\N,\N,\N
14682,595,230,37,22,0,0,\N,\N,\N,\N,\N
14683,595,312,58,23,0,0,\N,\N,\N,\N,\N
14684,595,250,63,24,0,0,\N,\N,\N,\N,\N
14685,595,314,77,25,0,0,\N,\N,\N,\N,\N
14686,595,200,63,26,0,0,\N,\N,\N,\N,\N
14687,595,278,78,27,0,0,\N,\N,\N,\N,\N
14688,595,313,34,28,0,0,\N,\N,\N,\N,\N
14689,596,222,25,1,9,80,7111391,\N,\N,\N,\N
14690,596,221,25,2,6,80,7111771,\N,\N,\N,\N
14691,596,231,64,3,4,80,7114716,\N,\N,\N,\N
14692,596,224,1,4,3,80,7164898,\N,\N,\N,\N
14693,596,197,58,5,2,80,7187794,\N,\N,\N,\N
14694,596,289,26,6,1,79,\N,\N,\N,\N,\N
14695,596,265,26,7,0,79,\N,\N,\N,\N,\N
14696,596,311,80,8,0,79,\N,\N,\N,\N,\N
14697,596,313,34,9,0,79,\N,\N,\N,\N,\N
14698,596,230,37,10,0,78,\N,\N,\N,\N,\N
14699,596,187,34,11,0,77,\N,\N,\N,\N,\N
14700,596,267,57,12,0,77,\N,\N,\N,\N,\N
14701,596,182,6,13,0,70,\N,\N,\N,\N,\N
14702,596,317,37,14,0,59,\N,\N,\N,\N,\N
14703,596,304,1,15,0,56,\N,\N,\N,\N,\N
14704,596,200,63,16,0,53,\N,\N,\N,\N,\N
14705,596,199,34,17,0,30,\N,\N,\N,\N,\N
14706,596,235,32,18,0,27,\N,\N,\N,\N,\N
14707,596,223,6,19,0,24,\N,\N,\N,\N,\N
14708,596,250,63,20,0,15,\N,\N,\N,\N,\N
14709,596,238,32,21,0,8,\N,\N,\N,\N,\N
14710,596,316,63,22,0,8,\N,\N,\N,\N,\N
14711,596,305,1,23,0,5,\N,\N,\N,\N,\N
14712,596,306,66,24,0,3,\N,\N,\N,\N,\N
14713,596,318,58,25,0,2,\N,\N,\N,\N,\N
14714,596,280,66,26,0,0,\N,\N,\N,\N,\N
14715,596,308,80,27,0,0,\N,\N,\N,\N,\N
14716,597,182,6,1,9,75,6180350,\N,\N,\N,\N
14717,597,223,6,2,6,75,6188600,\N,\N,\N,\N
14718,597,224,1,3,4,75,6210620,\N,\N,\N,\N
14719,597,305,1,4,3,75,6211640,\N,\N,\N,\N
14720,597,222,25,5,2,75,6214630,\N,\N,\N,\N
14721,597,221,25,6,1,75,6231870,\N,\N,\N,\N
14722,597,187,34,7,0,75,6254300,\N,\N,\N,\N
14723,597,238,32,8,0,73,\N,\N,\N,\N,\N
14724,597,313,34,9,0,73,\N,\N,\N,\N,\N
14725,597,230,37,10,0,72,\N,\N,\N,\N,\N
14726,597,235,32,11,0,71,\N,\N,\N,\N,\N
