result_id,race_id,race_id,constructor_id,position,points,laps,time_in_miliseconds,fastestLap,rank,fastest_lap_time,fastest_lap_speed
438,39,9,2,4,5,65,5527845,20,5,01:23.1,201.59
439,39,14,9,5,4,65,5554561,18,8,01:23.5,200.636
440,39,3,3,6,3,65,5555768,60,10,01:23.7,200.231
441,39,5,4,7,2,65,5558358,32,4,01:23.0,201.952
442,39,11,8,8,1,64,\N,23,12,01:24.1,199.239
443,39,21,4,9,0,64,\N,57,9,01:23.6,200.55
444,39,22,11,10,0,64,\N,16,14,01:24.3,198.82
445,39,19,8,11,0,64,\N,59,15,01:24.3,198.811
446,39,18,11,12,0,64,\N,64,13,01:24.2,199.059
447,39,16,12,13,0,63,\N,57,16,01:25.2,196.71
448,39,27,12,14,0,63,\N,61,18,01:25.3,196.551
449,39,2,2,15,0,46,\N,22,7,01:23.5,200.735
450,39,23,7,16,0,44,\N,37,11,01:24.0,199.492
451,39,24,5,17,0,19,\N,18,17,01:25.2,196.673
452,39,26,5,18,0,9,\N,6,20,01:26.2,194.322
453,39,8,6,19,0,9,\N,7,6,01:23.5,200.754
454,39,15,7,20,0,8,\N,6,19,01:26.1,194.647
455,39,17,9,21,0,7,\N,4,21,01:26.3,194.131
456,39,25,3,22,0,1,\N,\N,\N,\N,\N
457,40,4,1,1,10,78,6029329,44,1,01:15.3,159.715
458,40,1,1,2,8,78,6033424,28,2,01:15.4,159.528
459,40,13,6,3,6,78,6098443,47,4,01:16.2,157.83
460,40,21,4,4,5,77,\N,54,5,01:16.3,157.683
461,40,9,2,5,4,77,\N,39,3,01:16.0,158.198
462,40,2,2,6,3,77,\N,30,12,01:17.0,156.072
463,40,25,3,7,2,77,\N,40,7,01:16.7,156.852
464,40,8,6,8,1,77,\N,62,6,01:16.6,156.987
465,40,26,5,9,0,77,\N,73,10,01:16.9,156.426
466,40,22,11,10,0,77,\N,69,13,01:17.1,155.993
467,40,18,11,11,0,77,\N,40,9,01:16.8,156.558
468,40,3,3,12,0,77,\N,70,11,01:17.0,156.174
469,40,5,4,13,0,76,\N,72,14,01:17.1,155.953
470,40,14,9,14,0,76,\N,75,8,01:16.8,156.591
471,40,15,7,15,0,76,\N,53,18,01:17.5,155.158
472,40,23,7,16,0,76,\N,47,17,01:17.2,155.688
473,40,11,8,17,0,76,\N,74,15,01:17.2,155.785
474,40,19,8,18,0,76,\N,63,16,01:17.2,155.704
475,40,27,12,19,0,70,\N,70,20,01:17.7,154.77
476,40,16,12,20,0,53,\N,34,19,01:17.7,154.792
477,40,17,9,21,0,17,\N,17,21,01:19.0,152.206
478,40,24,5,22,0,2,\N,\N,\N,\N,\N
479,41,1,1,1,10,70,6251292,37,2,01:16.5,205.239
480,41,2,2,2,8,70,6255635,19,3,01:16.7,204.699
481,41,25,3,3,6,70,6256617,67,11,01:17.9,201.413
482,41,5,4,4,5,70,6258021,67,13,01:18.4,200.331
483,41,8,6,5,4,70,6264299,21,5,01:16.9,204.259
484,41,11,8,6,3,70,6267990,47,12,01:18.0,201.186
485,41,4,1,7,2,70,6273228,46,1,01:16.4,205.58
486,41,23,7,8,1,70,6274180,38,10,01:17.9,201.509
487,41,17,9,9,0,70,6274252,47,9,01:17.6,202.267
488,41,3,3,10,0,70,6275276,42,6,01:17.2,203.478
489,41,19,8,11,0,70,6275610,36,15,01:18.8,199.284
490,41,22,11,12,0,70,6281731,62,14,01:18.5,199.885
491,41,15,7,13,0,58,\N,12,17,01:19.1,198.497
492,41,24,5,14,0,54,\N,9,19,01:19.4,197.79
493,41,27,12,15,0,47,\N,21,18,01:19.3,198.092
494,41,14,9,16,0,36,\N,19,16,01:19.0,198.776
495,41,9,2,17,0,26,\N,19,8,01:17.5,202.499
496,41,16,12,18,0,21,\N,20,20,01:19.5,197.598
497,41,26,5,19,0,8,\N,6,21,01:20.1,196.019
498,41,18,11,20,0,0,\N,\N,\N,\N,\N
499,41,13,6,21,0,51,\N,22,4,01:16.8,204.291
500,41,21,4,22,0,51,\N,22,7,01:17.4,202.808
501,42,1,1,1,10,73,5469965,20,2,01:13.2,206.101
502,42,4,1,2,8,73,5471465,21,3,01:13.3,206.003
503,42,13,6,3,6,73,5482765,50,4,01:13.4,205.658
504,42,8,6,4,5,73,5485365,49,1,01:13.1,206.397
505,42,5,4,5,4,73,5511365,67,7,01:14.0,203.94
506,42,15,7,6,3,73,5536665,30,10,01:14.0,203.891
507,42,17,9,7,2,73,5537265,57,8,01:14.0,203.924
508,42,20,2,8,1,73,5537665,53,6,01:13.9,204.316
509,42,21,4,9,0,72,\N,67,9,01:14.0,203.91
510,42,25,3,10,0,72,\N,41,13,01:14.5,202.604
511,42,19,8,11,0,72,\N,55,12,01:14.1,203.753
512,42,18,11,12,0,72,\N,42,14,01:14.7,202.015
513,42,26,5,13,0,71,\N,66,16,01:15.1,200.969
514,42,16,12,14,0,71,\N,49,15,01:14.9,201.597
515,42,27,12,15,0,70,\N,65,18,01:15.9,198.824
516,42,3,3,16,0,68,\N,34,11,01:14.1,203.753
517,42,24,5,17,0,68,\N,64,17,01:15.4,200.079
518,42,2,2,18,0,56,\N,20,5,01:13.4,205.562
519,42,11,8,19,0,13,\N,8,19,01:16.7,196.807
520,42,14,9,20,0,0,\N,\N,\N,\N,\N
521,42,22,11,21,0,0,\N,\N,\N,\N,\N
522,42,23,7,22,0,0,\N,\N,\N,\N,\N
523,43,8,6,1,10,70,5454200,20,2,01:16.2,208.374
524,43,13,6,2,8,70,5456614,42,1,01:16.1,208.67
525,43,1,1,3,6,70,5486353,39,4,01:16.6,207.34
526,43,9,2,4,5,70,5495927,44,10,01:17.2,205.819
527,43,2,2,5,4,70,5503001,70,7,01:16.9,206.563
528,43,21,4,6,3,70,5506140,70,5,01:16.7,207.027
529,43,4,1,7,2,70,5510716,36,3,01:16.5,207.59
530,43,18,11,8,1,70,5513085,70,6,01:16.8,206.846
531,43,3,3,9,0,70,5522705,69,9,01:17.0,206.199
532,43,23,7,10,0,69,\N,68,8,01:17.0,206.319
533,43,22,11,11,0,69,\N,68,12,01:17.2,205.641
534,43,17,9,12,0,69,\N,69,14,01:17.2,205.563
535,43,14,9,13,0,69,\N,68,15,01:17.4,205.038
536,43,25,3,14,0,69,\N,69,13,01:17.2,205.587
537,43,5,4,15,0,69,\N,69,11,01:17.2,205.678
538,43,11,8,16,0,68,\N,39,16,01:17.8,204.118
539,43,16,12,17,0,68,\N,27,18,01:18.1,203.347
540,43,26,5,18,0,55,\N,51,17,01:17.9,203.757
541,43,27,12,19,0,28,\N,27,19,01:19.0,201.122
542,43,19,8,20,0,1,\N,\N,\N,\N,\N
543,43,15,7,21,0,1,\N,\N,\N,\N,\N
544,43,24,5,22,0,0,\N,\N,\N,\N,\N
545,44,8,6,1,10,59,4903074,17,1,01:20.6,229.514
546,44,4,1,2,8,59,4905533,35,3,01:21.1,228.159
547,44,1,1,3,6,59,4942447,11,4,01:21.7,226.6
548,44,9,2,4,5,59,4956393,14,6,01:22.1,225.413
549,44,13,6,5,4,59,4957137,17,2,01:20.9,228.89
550,44,2,2,6,3,59,4959410,17,5,01:22.0,225.727
551,44,5,4,7,2,58,\N,11,9,01:22.6,224.193
552,44,21,4,8,1,58,\N,13,7,01:22.1,225.328
553,44,22,11,9,0,58,\N,28,13,01:23.4,221.948
554,44,18,11,10,0,58,\N,29,16,01:23.6,221.433
555,44,14,9,11,0,58,\N,40,12,01:23.1,222.666
556,44,3,3,12,0,58,\N,49,11,01:22.9,223.262
557,44,25,3,13,0,58,\N,57,10,01:22.7,223.81
558,44,11,8,14,0,57,\N,42,14,01:23.4,221.879
559,44,27,12,15,0,57,\N,56,21,01:24.4,219.31
560,44,24,5,16,0,53,\N,46,17,01:23.6,221.308
561,44,15,7,17,0,43,\N,17,18,01:23.7,221.097
562,44,19,8,18,0,35,\N,26,20,01:24.1,219.951
563,44,26,5,19,0,29,\N,19,15,01:23.6,221.462
564,44,23,7,20,0,22,\N,12,8,01:22.5,224.307
565,44,16,12,21,0,16,\N,16,22,01:25.0,217.698
566,44,17,9,22,0,8,\N,6,19,01:23.8,220.941
567,45,4,1,1,10,60,7586358,35,2,01:33.2,198.783
568,45,13,6,2,8,60,7594513,34,1,01:32.9,199.592
569,45,17,9,3,6,60,7652032,29,8,01:34.4,196.22
570,45,25,3,4,5,60,7652295,33,5,01:34.2,196.665
571,45,14,9,5,4,60,7660014,48,6,01:34.3,196.496
572,45,2,2,6,3,60,7666656,49,7,01:34.4,196.417
573,45,9,2,7,2,60,7668773,49,9,01:34.5,196.216
574,45,5,4,8,1,59,\N,48,11,01:34.6,195.9
575,45,1,1,9,0,59,\N,29,3,01:33.4,198.421
576,45,21,4,10,0,59,\N,48,12,01:34.9,195.302
577,45,22,11,11,0,59,\N,37,14,01:35.6,193.792
578,45,19,8,12,0,59,\N,46,13,01:35.3,194.504
579,45,15,7,13,0,59,\N,29,10,01:34.5,196.122
580,45,8,6,14,0,34,\N,32,4,01:33.9,197.359
581,45,11,8,15,0,19,\N,18,16,01:37.4,190.273
582,45,23,7,16,0,18,\N,18,15,01:36.2,192.658
583,45,28,12,17,0,13,\N,13,17,01:42.8,180.309
584,45,18,11,18,0,2,\N,2,18,02:20.0,132.338
585,45,16,12,19,0,2,\N,2,19,02:25.8,127.112
586,45,3,3,20,0,2,\N,2,20,02:50.9,108.41
587,45,26,5,21,0,2,\N,2,21,03:01.9,101.884
588,45,24,5,22,0,2,\N,2,22,03:22.3,91.61
589,46,1,1,1,10,70,5752991,13,2,01:20.2,196.724
590,46,8,6,2,8,70,5753706,70,1,01:20.0,197.029
591,46,2,2,3,6,70,5796120,16,5,01:20.6,195.721
592,46,4,1,4,5,70,5797849,49,3,01:20.3,196.349
593,46,9,2,5,4,70,5800607,40,4,01:20.4,196.117
594,46,23,7,6,3,70,5803660,69,9,01:21.0,194.804
595,46,3,3,7,2,70,5812130,68,6,01:20.7,195.502
596,46,5,4,8,1,70,5821095,69,8,01:20.9,194.867
597,46,17,9,9,0,70,5829322,63,7,01:20.9,194.915
598,46,15,7,10,0,69,\N,48,12,01:21.3,194.104
599,46,14,9,11,0,69,\N,67,14,01:21.6,193.39
600,46,21,4,12,0,69,\N,66,15,01:21.7,193.054
601,46,13,6,13,0,69,\N,37,11,01:21.0,194.756
602,46,25,3,14,0,69,\N,49,13,01:21.3,194.078
603,46,11,8,15,0,69,\N,66,10,01:21.0,194.759
604,46,20,5,16,0,69,\N,65,16,01:21.9,192.536
605,46,16,12,17,0,68,\N,67,19,01:22.3,191.721
606,46,22,11,18,0,68,\N,34,17,01:22.0,192.327
607,46,24,5,19,0,42,\N,35,20,01:22.4,191.379
608,46,19,8,20,0,41,\N,39,18,01:22.2,191.948
609,46,18,11,21,0,35,\N,25,21,01:22.9,190.234
610,46,29,12,22,0,4,\N,4,22,01:26.7,181.824
611,47,13,6,1,10,58,5202161,18,2,01:27.9,218.566
612,47,8,6,2,8,58,5204436,57,1,01:27.3,220.136
613,47,4,1,3,6,58,5228342,39,4,01:28.1,218.199
614,47,2,2,4,5,58,5241835,39,5,01:28.3,217.583
615,47,1,1,5,4,58,5247246,17,3,01:28.0,218.464
616,47,5,4,6,3,58,5248330,20,7,01:28.6,216.886
617,47,3,3,7,2,58,5257939,37,6,01:28.5,217.05
618,47,9,2,8,1,58,5258868,11,11,01:28.9,216.118
619,47,21,4,9,0,58,5261652,56,9,01:28.8,216.422
620,47,14,9,10,0,58,5273170,54,13,01:29.1,215.754
621,47,25,3,11,0,58,5281789,55,8,01:28.7,216.559
622,47,23,7,12,0,57,\N,55,12,01:28.9,216.103
623,47,18,11,13,0,57,\N,34,10,01:28.9,216.227
624,47,19,8,14,0,57,\N,38,17,01:29.7,214.334
625,47,24,5,15,0,57,\N,56,16,01:29.6,214.561
626,47,15,7,16,0,57,\N,39,14,01:29.5,214.811
627,47,22,11,17,0,57,\N,35,15,01:29.5,214.681
628,47,11,8,18,0,57,\N,56,18,01:29.9,213.719
629,47,20,5,19,0,57,\N,39,19,01:30.0,213.56
630,47,29,12,20,0,56,\N,21,22,01:31.0,211.287
631,47,16,12,21,0,53,\N,52,20,01:30.6,212.066
632,47,17,9,22,0,9,\N,4,21,01:30.8,211.62
633,48,4,1,1,10,53,4717806,15,1,01:22.9,251.653
634,48,1,1,2,8,53,4723868,17,2,01:22.9,251.456
635,48,8,6,3,6,53,4745131,21,3,01:23.4,250.147
636,48,2,2,4,5,53,4774368,19,4,01:23.7,249.217
637,48,9,2,5,4,53,4778364,22,5,01:23.9,248.543
638,48,3,3,6,3,53,4783616,52,8,01:24.5,246.884
639,48,5,4,7,2,53,4784557,53,7,01:24.2,247.605
640,48,18,11,8,1,53,4779974,32,9,01:24.5,246.708
641,48,17,9,9,0,53,4783685,46,13,01:24.8,245.859
642,48,22,11,10,0,53,4784764,52,12,01:24.8,246.024
643,48,15,7,11,0,53,4785542,49,10,01:24.6,246.446
644,48,21,4,12,0,52,\N,32,14,01:24.8,245.787
645,48,25,3,13,0,52,\N,42,16,01:25.0,245.35
646,48,19,8,14,0,52,\N,46,17,01:25.1,245.016
647,48,23,7,15,0,52,\N,49,15,01:25.0,245.492
648,48,11,8,16,0,52,\N,49,11,01:24.7,246.309
649,48,24,5,17,0,52,\N,45,19,01:25.4,244.278
650,48,20,5,18,0,52,\N,47,18,01:25.3,244.45
651,48,16,12,19,0,52,\N,30,20,01:25.4,244.267
652,48,29,12,20,0,52,\N,34,21,01:25.5,243.978
653,48,13,6,21,0,10,\N,8,6,01:24.0,248.357
654,48,14,9,22,0,1,\N,\N,\N,\N,\N
655,49,8,6,1,10,44,4839066,12,2,01:48.1,233.261
656,49,13,6,2,8,44,4843761,34,1,01:48.0,233.388
657,49,4,1,3,6,44,4853409,44,3,01:48.2,233.073
658,49,1,1,4,5,44,4862681,41,4,01:48.2,233.002
659,49,2,2,5,4,44,4890945,33,5,01:48.7,232.042
660,49,3,3,6,3,44,4915942,29,9,01:49.8,229.704
661,49,17,9,7,2,44,4919705,12,11,01:50.0,229.119
662,49,5,4,8,1,44,4924172,21,8,01:49.6,230.058
663,49,9,2,9,0,44,4924727,32,6,01:48.9,231.549
664,49,23,7,10,0,44,4927640,43,10,01:50.0,229.175
665,49,15,7,11,0,44,4942719,43,7,01:49.0,231.345
666,49,24,5,12,0,43,\N,40,13,01:50.7,227.71
667,49,22,11,13,0,43,\N,43,12,01:50.7,227.817
668,49,16,12,14,0,43,\N,29,15,01:50.9,227.357
669,49,11,8,15,0,43,\N,32,14,01:50.9,227.39
670,49,19,8,16,0,43,\N,43,19,01:51.4,226.359
671,49,29,12,17,0,43,\N,30,20,01:51.6,225.838
672,49,18,11,18,0,36,\N,22,16,01:51.1,226.868
673,49,25,3,19,0,34,\N,18,18,01:51.3,226.605
674,49,14,9,20,0,29,\N,24,17,01:51.2,226.837
675,49,20,5,21,0,8,\N,4,21,01:52.7,223.682
676,49,21,4,22,0,1,\N,\N,\N,\N,\N
677,50,1,1,1,10,67,7234579,27,1,01:28.2,186.259
678,50,5,4,2,8,67,7242956,34,9,01:29.7,183.222
679,50,8,6,3,6,67,7244057,29,8,01:29.6,183.295
680,50,14,9,4,5,67,7254876,56,11,01:30.1,182.345
681,50,21,4,5,4,67,7273443,33,12,01:30.4,181.738
682,50,13,6,6,3,67,7283621,32,7,01:29.6,183.359
683,50,9,2,7,2,67,7283864,32,4,01:29.0,184.527
684,50,16,12,8,1,67,7294708,54,18,01:31.9,178.763
685,50,24,5,9,0,67,7315201,35,13,01:30.7,181.205
686,50,22,11,10,0,67,7322921,57,15,01:31.1,180.395
687,50,18,11,11,0,66,\N,58,19,01:32.0,178.647
688,50,29,12,12,0,66,\N,33,20,01:32.1,178.3
689,50,15,7,13,0,66,\N,55,21,01:32.4,177.752
690,50,2,2,14,0,65,\N,28,6,01:29.1,184.396
691,50,11,8,15,0,65,\N,54,16,01:31.5,179.514
692,50,23,7,16,0,55,\N,33,14,01:30.9,180.782
693,50,19,8,17,0,54,\N,27,17,01:31.8,178.935
694,50,3,3,18,0,49,\N,27,10,01:29.9,182.67
695,50,20,5,19,0,46,\N,31,5,01:29.1,184.452
696,50,17,9,20,0,45,\N,30,3,01:28.9,184.695
697,50,4,1,21,0,41,\N,25,2,01:28.5,185.59
698,50,25,3,22,0,19,\N,19,22,02:05.6,130.749
699,51,8,6,1,10,56,5878395,52,3,01:38.3,199.66
700,51,4,1,2,8,56,5888201,54,2,01:38.0,200.259
701,51,13,6,3,6,56,5891286,56,1,01:37.5,201.362
702,51,20,5,4,5,56,5931904,52,13,01:39.9,196.452
703,51,18,11,5,4,56,5947061,39,5,01:38.9,198.392
704,51,24,5,6,3,56,5952068,53,11,01:39.7,196.917
705,51,2,2,7,2,56,5952619,55,7,01:39.3,197.569
706,51,14,9,8,1,56,5959145,55,10,01:39.6,196.945
707,51,5,4,9,0,56,5959581,52,8,01:39.3,197.557
708,51,17,9,10,0,56,5963080,55,9,01:39.4,197.478
709,51,21,4,11,0,56,5965078,39,4,01:38.9,198.418
710,51,25,3,12,0,55,\N,54,12,01:39.7,196.741
711,51,15,7,13,0,55,\N,55,14,01:39.9,196.41
712,51,11,8,14,0,55,\N,54,15,01:40.1,195.989
713,51,22,11,15,0,55,\N,55,16,01:40.5,195.228
714,51,3,3,16,0,54,\N,54,6,01:39.2,197.752
715,51,29,12,17,0,53,\N,52,17,01:40.8,194.748
716,51,9,2,18,0,33,\N,32,18,01:40.9,194.435
717,51,1,1,19,0,30,\N,22,19,01:43.1,190.278
718,51,23,7,20,0,25,\N,25,20,01:44.1,188.576
719,51,16,12,21,0,24,\N,22,21,01:47.6,182.37
720,51,19,8,22,0,11,\N,9,22,01:51.8,175.579
721,52,8,6,1,10,71,5295270,66,1,01:12.4,214.126
722,52,13,6,2,8,71,5296763,71,3,01:12.6,213.716
723,52,4,1,3,6,71,5352289,59,6,01:13.2,212.062
724,52,3,3,4,5,71,5358118,56,7,01:13.2,212.036
725,52,9,2,5,4,71,5366227,61,4,01:12.7,213.416
726,52,2,2,6,3,71,5366587,53,10,01:13.5,211.19
727,52,1,1,7,2,70,\N,58,2,01:12.5,213.946
728,52,15,7,8,1,70,\N,68,8,01:13.4,211.452
729,52,14,9,9,0,70,\N,22,13,01:14.2,209.076
730,52,6,3,10,0,70,\N,69,5,01:13.1,212.161
731,52,23,7,11,0,70,\N,65,9,01:13.4,211.432
732,52,11,8,12,0,69,\N,39,19,01:14.9,207.069
733,52,24,5,13,0,69,\N,56,11,01:13.6,210.643
734,52,19,8,14,0,68,\N,64,14,01:14.3,208.699
735,52,16,12,15,0,43,\N,13,20,01:15.2,206.276
736,52,22,11,16,0,40,\N,32,17,01:14.7,207.545
737,52,5,4,17,0,35,\N,31,18,01:14.9,207.133
738,52,20,5,18,0,34,\N,18,16,01:14.4,208.435
739,52,18,11,19,0,20,\N,20,12,01:14.0,209.516
740,52,17,9,20,0,14,\N,13,15,01:14.4,208.505
741,52,29,12,21,0,2,\N,2,21,01:50.4,140.505
742,52,21,4,22,0,2,\N,2,22,02:02.7,126.446
743,53,4,4,1,10,57,5386205,21,3,01:32.5,210.551
744,53,30,6,2,8,57,5387451,38,2,01:32.5,210.576
745,53,8,1,3,6,57,5405565,29,8,01:32.9,209.803
746,53,18,11,4,5,57,5406197,39,5,01:32.7,210.109
747,53,31,1,5,4,57,5423253,21,7,01:32.8,210.013
748,53,17,3,6,3,57,5428137,25,4,01:32.7,210.265
749,53,3,3,7,2,57,5449248,42,1,01:32.4,210.838
750,53,32,9,8,1,57,5452976,40,10,01:33.2,209.02
751,53,13,6,9,0,57,5456112,28,6,01:32.7,210.086
752,53,14,9,10,0,57,5461746,26,11,01:33.4,208.653
753,53,24,5,11,0,57,5472202,26,12,01:33.5,208.421
754,53,2,2,12,0,56,\N,26,14,01:33.8,207.772
755,53,26,5,13,0,56,\N,45,9,01:33.1,209.253
756,53,23,7,14,0,56,\N,25,16,01:34.1,207.021
757,53,22,11,15,0,56,\N,14,15,01:33.8,207.621
758,53,15,7,16,0,56,\N,24,18,01:34.9,205.406
759,53,33,13,17,0,55,\N,41,19,01:35.9,203.076
760,53,11,8,18,0,53,\N,17,20,01:37.1,200.642
761,53,34,8,19,0,35,\N,11,21,01:38.3,198.197
762,53,35,2,20,0,29,\N,20,13,01:33.7,207.945
763,53,21,4,21,0,21,\N,15,17,01:34.3,206.564
764,53,27,13,22,0,0,\N,\N,\N,\N,\N
765,54,21,4,1,10,56,5440529,16,2,01:35.3,209.402
766,54,4,4,2,8,56,5445114,45,1,01:34.8,210.487
767,54,18,11,3,6,56,5450160,35,4,01:35.6,208.723
768,54,31,1,4,5,56,5479880,39,3,01:35.6,208.806
769,54,13,6,5,4,56,5483783,51,8,01:36.0,207.962
770,54,30,6,6,3,56,5484383,44,5,01:35.6,208.629
771,54,35,2,7,2,56,5520990,43,9,01:36.0,207.858
772,54,23,7,8,1,56,5521817,34,6,01:35.7,208.544
773,54,15,7,9,0,55,\N,52,11,01:36.4,207.042
774,54,22,11,10,0,55,\N,54,10,01:36.2,207.456
775,54,24,5,11,0,54,\N,40,16,01:37.4,204.902
776,54,27,13,12,0,54,\N,34,18,01:38.2,203.209
777,54,33,13,13,0,54,\N,39,19,01:39.5,200.53
778,54,11,8,14,0,53,\N,14,20,01:40.2,199.151
779,54,2,2,15,0,48,\N,41,7,01:35.8,208.403
780,54,26,5,16,0,41,\N,25,14,01:37.3,205.057
781,54,34,8,17,0,33,\N,18,21,01:42.8,194.05
782,54,32,9,18,0,26,\N,14,13,01:36.9,206.002
783,54,17,3,19,0,15,\N,12,12,01:36.8,206.206
784,54,14,9,20,0,10,\N,4,17,01:38.1,203.458
785,54,3,3,21,0,6,\N,6,15,01:37.4,204.946
786,54,8,1,22,0,0,\N,\N,\N,\N,\N
787,55,4,4,1,10,57,5667870,49,2,01:26.2,221.499
788,55,8,1,2,8,57,5669670,57,1,01:26.0,221.869
789,55,23,7,3,6,57,5692670,45,10,01:27.8,217.41
790,55,2,2,4,5,57,5698870,49,7,01:27.7,217.683
791,55,21,4,5,4,57,5705970,53,5,01:27.6,218.028
792,55,35,2,6,3,57,5717370,56,13,01:28.3,216.152
793,55,22,11,7,2,57,5719770,32,6,01:27.7,217.707
794,55,14,9,8,1,57,5721770,32,12,01:28.3,216.326
795,55,26,5,9,0,57,5746670,26,14,01:28.4,216.039
796,55,18,11,10,0,56,\N,17,8,01:27.8,217.437
797,55,27,13,11,0,56,\N,53,15,01:29.2,213.931
798,55,11,8,12,0,55,\N,54,17,01:30.6,210.775
799,55,34,8,13,0,54,\N,49,18,01:33.7,203.663
800,55,31,1,14,0,46,\N,45,4,01:27.5,218.27
801,55,33,13,15,0,39,\N,31,16,01:29.7,212.86
802,55,24,5,16,0,37,\N,25,11,01:28.0,216.97
803,55,30,6,17,0,32,\N,27,3,01:27.2,218.981
804,55,17,3,18,0,22,\N,19,9,01:27.8,217.435
805,55,32,9,19,0,4,\N,4,19,01:41.4,188.363
806,55,15,7,20,0,0,\N,\N,\N,\N,\N
807,55,3,3,21,0,0,\N,\N,\N,\N,\N
808,55,13,6,22,0,0,\N,\N,\N,\N,\N
809,56,30,6,1,10,62,5466486,19,2,01:24.6,210.961
810,56,4,4,2,8,62,5468582,23,1,01:24.6,211.098
811,56,31,1,3,6,62,5482354,22,4,01:25.1,209.791
812,56,13,6,4,5,62,5483582,12,10,01:25.5,208.731
813,56,8,1,5,4,62,5484010,49,3,01:25.0,209.961
814,56,17,3,6,3,62,5504225,39,9,01:25.5,208.829
815,56,18,11,7,2,62,5506121,29,6,01:25.3,209.174
816,56,21,4,8,1,62,5506686,43,7,01:25.4,209.159
817,56,23,7,9,0,62,5511997,45,5,01:25.3,209.25
818,56,22,11,10,0,62,5544337,12,13,01:26.1,207.275
819,56,3,3,11,0,62,5546161,30,15,01:26.4,206.581
820,56,35,2,12,0,62,5548856,53,8,01:25.4,208.951
821,56,2,2,13,0,61,\N,53,12,01:26.0,207.595
822,56,24,5,14,0,61,\N,43,11,01:25.7,208.363
823,56,26,5,15,0,61,\N,57,14,01:26.2,206.989
824,56,33,13,16,0,60,\N,53,18,01:27.2,204.823
825,56,14,9,17,0,47,\N,41,17,01:26.9,205.542
826,56,11,8,18,0,44,\N,40,20,01:29.1,200.363
827,56,32,9,19,0,40,\N,30,16,01:26.8,205.77
828,56,34,8,20,0,23,\N,15,21,01:31.0,196.111
829,56,15,7,21,0,5,\N,4,19,01:28.0,202.778
830,56,27,13,22,0,0,\N,\N,\N,\N,\N
831,57,30,6,1,10,60,5758765,39,1,01:32.1,201.226
832,57,4,4,2,8,60,5762516,37,3,01:32.5,200.285
833,57,13,6,3,6,60,5763212,19,5,01:33.1,199.065
834,57,8,1,4,5,60,5763644,43,2,01:32.5,200.415
835,57,22,11,5,4,60,5831351,59,9,01:34.0,197.258
836,57,21,4,6,3,60,5832881,46,4,01:33.0,199.354
837,57,3,3,7,2,60,5833330,48,7,01:33.6,198.044
838,57,35,2,8,1,60,5848129,38,12,01:34.0,197.079
839,57,15,7,9,0,59,\N,58,10,01:34.0,197.256
840,57,2,2,10,0,59,\N,47,11,01:34.0,197.084
841,57,26,5,11,0,59,\N,57,14,01:34.1,196.966
842,57,33,13,12,0,59,\N,41,18,01:35.5,194.052
843,57,27,13,13,0,59,\N,35,17,01:35.4,194.207
844,57,23,7,14,0,52,\N,27,8,01:33.6,197.985
845,57,31,1,15,0,52,\N,47,6,01:33.6,198.061
846,57,11,8,16,0,45,\N,26,19,01:36.7,191.64
847,57,36,8,17,0,29,\N,21,20,01:37.2,190.639
848,57,18,11,18,0,28,\N,9,13,01:34.0,197.069
849,57,32,9,19,0,28,\N,16,15,01:34.6,196.004
850,57,17,3,20,0,12,\N,11,16,01:35.4,194.233
851,57,14,9,21,0,2,\N,2,21,02:24.5,128.254
852,57,24,5,22,0,0,\N,\N,\N,\N,\N
853,58,4,4,1,10,66,5181759,39,2,01:16.7,217.108
854,58,30,6,2,8,66,5200261,43,3,01:16.9,216.546
855,58,21,4,3,6,66,5205710,38,4,01:17.1,216.094
856,58,13,6,4,5,66,5211612,42,1,01:16.6,217.32
857,58,8,1,5,4,66,5238634,40,5,01:17.4,215.328
858,58,18,11,6,3,66,5240106,40,6,01:17.4,215.301
859,58,22,11,7,2,65,\N,40,7,01:17.4,215.212
860,58,2,2,8,1,65,\N,49,10,01:17.9,213.913
861,58,17,3,9,0,65,\N,61,11,01:17.9,213.827
862,58,15,7,10,0,65,\N,42,13,01:18.5,212.288
863,58,3,3,11,0,65,\N,51,8,01:17.9,213.935
864,58,35,2,12,0,65,\N,62,12,01:18.0,213.417
865,58,32,9,13,0,65,\N,59,15,01:18.5,212.15
866,58,14,9,14,0,65,\N,55,9,01:17.9,213.932
867,58,24,5,15,0,63,\N,52,14,01:18.5,212.226
868,58,33,13,16,0,63,\N,28,18,01:19.3,210.145
869,58,11,8,17,0,62,\N,42,21,01:20.4,207.15
870,58,27,13,18,0,48,\N,28,20,01:19.5,209.44
871,58,26,5,19,0,47,\N,41,16,01:18.5,212.082
872,58,23,7,20,0,31,\N,24,17,01:18.6,211.867
873,58,31,1,21,0,17,\N,17,19,01:19.5,209.571
874,58,36,8,22,0,10,\N,9,22,01:22.4,202.177
875,59,4,4,1,10,78,6223116,11,3,01:15.7,158.898
876,59,31,1,2,8,78,6237683,20,6,01:16.0,158.193
877,59,14,9,3,6,78,6275414,45,19,01:17.8,154.452
878,59,22,11,4,5,78,6276453,67,12,01:17.3,155.509
879,59,30,6,5,4,78,6276946,74,1,01:15.1,160.014
880,59,21,4,6,3,78,6285188,58,5,01:15.9,158.379
881,59,2,2,7,2,77,\N,72,11,01:17.3,155.511
882,59,23,7,8,1,77,\N,72,15,01:17.5,155.068
